Player ID,National Team,Debut Date,Games Played,Goals Scored
507499,Schweiz U20,07.10.2020,1,-
507499,Schweiz U19,12.02.2020,1,-
507499,Schweiz U18,14.05.2019,2,-
507499,Schweiz U17,30.08.2017,8,3
507499,Schweiz U16,06.09.2016,6,2
507499,Schweiz U15,24.05.2016,1,-
346899,Schweiz U17,-,-,-
346899,Schweiz U16,17.09.2015,1,-
346899,Schweiz U15,06.11.2014,2,-
346905,Schweiz U19,07.09.2018,6,-
346905,Schweiz U18,05.10.2017,3,-
346905,Schweiz U17,02.09.2016,4,-
346905,Schweiz U16,18.05.2016,2,-
346905,Schweiz U15,09.09.2014,4,-
346889,Schweiz U20,10.10.2019,1,-
346889,Schweiz U19,08.11.2017,12,1
346889,Schweiz U18,03.10.2017,4,-
346889,Schweiz U17,17.03.2017,4,1
346889,Schweiz U16,15.09.2015,4,-
346889,Schweiz U15,04.11.2014,4,2
346884,Schweiz U18,05.10.2017,2,-
346884,Schweiz U17,31.08.2016,5,-
346884,Schweiz U16,15.09.2015,10,-
346884,Schweiz U15,06.11.2014,4,1
346881,Schweiz U21,30.05.2021,13,1
346881,Schweiz U20,06.06.2019,5,-
346881,Schweiz U19,31.08.2017,15,-
346881,Schweiz U18,21.03.2018,2,-
346881,Schweiz U17,31.08.2016,12,-
346881,Schweiz U16,17.09.2015,7,-
346881,Schweiz U15,04.11.2014,4,-
421812,Schweiz U20,05.09.2019,4,-
421812,Schweiz U19,11.09.2018,2,-
421812,Schweiz U18,03.10.2017,3,-
421812,Schweiz U17,02.09.2016,10,-
421812,Schweiz U16,15.09.2015,8,-
421812,Schweiz U15,28.04.2015,2,1
507465,Schweiz U19,08.10.2019,1,-
507465,Schweiz U18,09.10.2018,1,-
507465,Schweiz U17,30.08.2017,7,-
507465,Schweiz U16,06.09.2016,4,-
507465,Schweiz U15,22.09.2015,2,-
421813,Schweiz U20,06.06.2019,3,-
421813,Schweiz U19,16.11.2018,3,-
421813,Schweiz U18,03.10.2017,2,-
421813,Schweiz U17,31.08.2016,8,-
421813,Schweiz U16,13.10.2015,6,-
421813,Schweiz U15,28.04.2015,2,-
346885,Schweiz U18,05.10.2017,2,-
346885,Schweiz U16,15.09.2015,3,-
346885,Schweiz U15,09.09.2014,3,-
346893,Schweiz U18,09.05.2018,1,-
346893,Schweiz U17,09.05.2017,1,-
346893,Schweiz U15,09.09.2014,4,-
346907,Schweiz U20,-,-,-
346907,Schweiz U19,07.09.2018,7,-
346907,Schweiz U18,21.03.2018,1,-
346907,Schweiz U17,31.08.2016,8,1
346907,Schweiz U16,15.09.2015,8,1
346907,Schweiz U15,30.04.2015,1,-
382774,Schweiz U21,24.03.2023,2,-
382774,Schweiz U20,14.11.2019,2,-
382774,Schweiz U19,13.10.2018,2,-
382774,Schweiz U18,03.10.2017,4,-
382774,Schweiz U15,28.04.2015,1,-
346882,Schweiz U21,08.09.2020,2,-
346882,Schweiz U20,05.09.2019,5,3
346882,Schweiz U19,07.09.2018,8,1
346882,Schweiz U18,03.10.2017,4,2
346882,Schweiz U17,02.09.2016,10,1
346882,Schweiz U15,09.09.2014,7,-
346894,Schweiz U17,11.05.2017,1,-
346894,Schweiz U16,17.09.2015,7,2
346894,Schweiz U15,09.09.2014,5,-
346891,Schweiz U20,06.06.2019,1,-
346891,Schweiz U18,05.10.2017,2,-
346891,Schweiz U17,-,-,-
346891,Schweiz U16,15.09.2015,6,-
346891,Schweiz U15,04.11.2014,1,-
507483,Schweiz U15,22.09.2015,2,-
346902,Schweiz U15,09.09.2014,5,-
346897,Schweiz U19,11.09.2018,5,1
346897,Schweiz U18,09.05.2018,1,-
346897,Schweiz U17,02.09.2016,8,1
346897,Schweiz U16,17.09.2015,6,2
346897,Schweiz U15,04.11.2014,3,2
346886,Schweiz U19,16.11.2018,2,-
346886,Schweiz U18,03.10.2017,1,-
346886,Schweiz U16,01.04.2016,2,-
346886,Schweiz U15,28.04.2015,2,-
346898,Schweiz U21,09.10.2020,3,-
346898,Schweiz U20,05.09.2019,5,-
346898,Schweiz U19,16.11.2018,2,1
346898,Schweiz U18,03.10.2017,2,-
346898,Schweiz U17,21.10.2016,5,-
346898,Schweiz U16,15.09.2015,5,2
346898,Schweiz U15,09.09.2014,4,-
346895,Schweiz U19,07.09.2018,2,-
346895,Schweiz U17,31.08.2016,5,2
346895,Schweiz U16,15.09.2015,6,3
346895,Schweiz U15,04.11.2014,1,1
346903,Schweiz U21,30.05.2021,3,-
346903,Schweiz U20,06.06.2019,1,-
346903,Schweiz U19,07.09.2018,2,-
346903,Schweiz U18,03.10.2017,4,1
346903,Schweiz U17,31.08.2016,5,1
346903,Schweiz U16,17.09.2015,1,-
346903,Schweiz U15,06.11.2014,1,-
346890,Schweiz,09.06.2019,22,2
346890,Schweiz U21,10.09.2019,8,4
346890,Schweiz U19,07.09.2018,7,1
346890,Schweiz U18,09.05.2018,1,-
346890,Schweiz U17,27.09.2016,7,3
346890,Schweiz U15,04.11.2014,3,-
346900,Schweiz U20,05.09.2019,6,-
346900,Schweiz U19,29.08.2017,10,2
346900,Schweiz U18,09.05.2018,1,-
346900,Schweiz U17,31.08.2016,9,3
346900,Schweiz U16,17.09.2015,6,1
346900,Schweiz U15,09.09.2014,6,4
507482,Schweiz U15,22.09.2015,2,-
421824,Schweiz U20,06.06.2019,1,-
421824,Schweiz U17,09.05.2017,1,2
421824,Schweiz U15,30.04.2015,2,2
346901,Schweiz U20,10.10.2019,4,-
346901,Schweiz U19,29.08.2017,6,2
346901,Schweiz U18,21.03.2018,1,-
346901,Schweiz U17,31.08.2016,8,4
346901,Schweiz U16,15.09.2015,1,2
346901,Schweiz U15,06.11.2014,1,1
421818,Schweiz U18,-,-,-
421818,Schweiz U16,-,-,-
421818,Schweiz U15,30.04.2015,2,-
346896,Schweiz U15,04.11.2014,1,-
390162,Schweiz U19,31.08.2017,6,-
390162,Schweiz U18,30.08.2016,4,-
390162,Schweiz U17,21.08.2015,9,-
390162,Schweiz U16,11.09.2014,5,-
390162,Schweiz U15,24.04.2014,1,-
390174,Schweiz U18,01.09.2016,1,-
390174,Schweiz U17,19.08.2015,5,-
390174,Schweiz U16,09.09.2014,5,-
390174,Schweiz U15,10.09.2013,2,-
346887,Schweiz U18,-,-,-
346887,Schweiz U17,29.09.2016,1,-
346887,Schweiz U15,04.11.2014,1,-
410631,Schweiz U18,10.05.2017,1,-
410631,Schweiz U17,-,-,-
410631,Schweiz U15,23.04.2014,2,-
404030,Schweiz U18,04.10.2016,2,-
404030,Schweiz U17,01.10.2015,2,-
404030,Schweiz U16,09.09.2014,9,-
404030,Schweiz U15,-,-,-
390168,Kosovo,19.11.2022,4,-
390168,Kosovo U21,16.10.2018,8,-
390168,Schweiz U17,19.08.2015,12,2
390168,Schweiz U16,09.09.2014,9,-
390168,Schweiz U15,10.09.2013,5,1
573321,Schweiz U15,09.09.2014,1,-
347104,Schweiz U16,13.10.2015,2,-
347104,Schweiz U15,06.11.2014,1,-
346883,Schweiz U17,02.09.2016,5,-
346883,Schweiz U15,06.11.2014,1,-
390165,Schweiz U17,19.08.2015,3,-
390165,Schweiz U16,09.09.2014,4,-
390165,Schweiz U15,10.09.2013,5,-
421820,Schweiz U17,09.05.2017,2,-
421820,Schweiz U16,17.09.2015,3,-
421820,Schweiz U15,11.09.2014,1,-
421805,Schweiz U16,09.09.2014,2,-
421805,Schweiz U15,10.06.2014,2,-
410797,Schweiz U16,-,-,-
410797,Schweiz U15,-,-,-
410618,Schweiz U19,03.10.2017,4,-
410618,Schweiz U18,22.03.2017,2,-
410618,Schweiz U15,-,-,-
347103,Schweiz U19,07.09.2018,5,-
347103,Schweiz U18,-,-,-
347103,Schweiz U17,-,-,-
347103,Schweiz U16,15.09.2015,5,-
347103,Schweiz U15,04.11.2014,1,-
390167,Albanien U21,11.09.2018,1,-
390167,Schweiz U20,16.10.2018,3,-
390167,Schweiz U19,23.03.2018,1,-
390167,Schweiz U18,03.05.2017,1,-
390167,Schweiz U17,19.08.2015,7,-
390167,Schweiz U16,09.09.2014,9,-
390167,Schweiz U15,10.09.2013,5,1
390179,Schweiz U21,25.05.2018,18,2
390179,Schweiz U20,25.03.2019,1,-
390179,Schweiz U19,29.08.2017,7,-
390179,Schweiz U18,04.10.2016,4,1
390179,Schweiz U17,19.08.2015,11,-
390179,Schweiz U16,16.02.2015,4,-
390179,Schweiz U15,23.04.2014,1,-
410871,Kosovo,01.06.2021,1,-
410871,Schweiz U16,09.09.2014,4,-
410871,Schweiz U15,24.04.2014,-,-
380130,Schweiz U19,29.08.2017,1,-
380130,Schweiz U18,30.08.2016,4,-
380130,Schweiz U17,19.08.2015,8,-
380130,Schweiz U16,09.09.2014,6,1
380130,Schweiz U15,10.09.2013,3,-
396361,Schweiz U18,01.09.2016,2,-
396361,Schweiz U17,29.09.2015,7,-
396361,Schweiz U16,09.09.2014,7,2
396361,Schweiz U15,10.09.2013,3,1
410805,Schweiz U18,-,-,-
410805,Schweiz U17,01.03.2016,4,1
410805,Schweiz U16,09.09.2014,2,-
410805,Schweiz U15,-,-,-
468788,Schweiz U15,11.09.2014,1,-
410864,Schweiz U15,-,-,-
497661,Schweiz U15,11.09.2014,1,-
390169,Schweiz U21,25.05.2018,16,2
390169,Schweiz U20,27.03.2018,4,4
390169,Schweiz U19,31.08.2017,6,-
390169,Schweiz U18,30.08.2016,7,1
390169,Schweiz U17,19.08.2015,7,2
390169,Schweiz U16,09.09.2014,9,-
390169,Schweiz U15,10.09.2013,5,1
346892,Nordmazedonien U21,07.10.2021,5,-
346892,Schweiz U20,05.09.2019,6,1
346892,Schweiz U19,07.09.2018,5,1
346892,Schweiz U18,03.10.2017,3,3
346892,Nordmazedonien U17,-,2,-
346892,Nordmazedonien U16,16.11.2015,5,1
346892,Schweiz U15,04.11.2014,1,-
390177,Albanien,05.09.2021,30,5
390177,Schweiz U21,25.05.2018,12,1
390177,Schweiz U20,25.03.2019,1,-
390177,Schweiz U19,10.11.2016,9,3
390177,Schweiz U18,01.09.2016,4,-
390177,Schweiz U17,19.08.2015,13,5
390177,Schweiz U16,21.10.2014,7,-
390177,Schweiz U15,10.09.2013,5,-
390170,Schweiz U19,26.03.2018,1,-
390170,Schweiz U17,19.08.2015,7,-
390170,Schweiz U16,09.09.2014,9,-
390170,Schweiz U15,10.06.2014,2,-
390181,Schweiz U19,23.03.2018,2,-
390181,Schweiz U18,03.05.2017,1,-
390181,Schweiz U17,19.08.2015,6,2
390181,Schweiz U16,15.03.2019,4,-
390181,Schweiz U15,10.09.2013,4,-
346888,Schweiz U18,05.10.2017,1,-
346888,Schweiz U15,04.11.2014,1,2
346906,Schweiz U15,06.11.2014,2,-
421789,Schweiz U20,06.09.2018,6,2
421789,Schweiz U19,08.11.2017,4,2
421789,Schweiz U16,09.09.2014,2,-
421789,Schweiz U15,23.04.2014,4,-
410650,Schweiz U15,10.09.2013,4,-
390171,Schweiz U17,19.08.2015,3,-
390171,Schweiz U16,16.02.2015,5,-
390171,Schweiz U15,10.09.2013,4,1
346904,Schweiz U15,06.11.2014,1,1
390173,Kosovo U21,15.11.2019,1,-
390173,Schweiz U19,29.08.2017,1,-
390173,Schweiz U18,30.08.2016,2,1
390173,Schweiz U17,19.08.2015,10,2
390173,Schweiz U16,09.09.2014,9,4
390173,Schweiz U15,10.09.2013,3,1
404029,Kosovo,08.06.2021,2,-
404029,Schweiz U21,16.11.2018,2,-
404029,Schweiz U20,06.09.2018,5,-
404029,Schweiz U19,29.08.2017,5,1
404029,Schweiz U18,30.08.2016,6,-
404029,Schweiz U17,29.09.2015,9,-
404029,Schweiz U16,09.09.2014,9,4
404029,Schweiz U15,23.04.2014,3,1
500385,Schweiz U15,11.09.2014,1,-
345468,Schweiz,01.09.2021,13,-
345468,Schweiz U21,27.03.2018,16,11
345468,Schweiz U20,10.09.2018,1,1
345468,Schweiz U19,12.11.2015,13,5
345468,Schweiz U18,30.08.2016,7,3
345468,Schweiz U17,23.10.2014,13,4
345468,Schweiz U16,09.09.2014,7,3
345468,Schweiz U15,10.09.2013,3,1
410606,Kap Verde U20,30.01.2019,1,-
410606,Schweiz U15,23.04.2014,4,-
287490,Schweiz U19,01.09.2016,2,-
287490,Schweiz U18,-,-,-
287490,Schweiz U17,-,1,-
287490,Schweiz U16,05.09.2013,2,-
287490,Schweiz U15,30.05.2013,1,-
290013,Mosambik,24.03.2023,1,-
290013,Schweiz U20,13.11.2017,1,-
290013,Schweiz U19,07.06.2017,1,-
290013,Schweiz U18,24.09.2015,2,-
290013,Schweiz U17,23.09.2014,2,-
290013,Schweiz U16,03.09.2013,4,1
290013,Schweiz U15,18.09.2012,4,-
421802,Schweiz U21,-,-,-
421802,Schweiz U19,29.08.2017,2,-
421802,Schweiz U18,06.10.2016,3,-
421802,Schweiz U17,-,-,-
421802,Schweiz U15,-,-,-
298612,Schweiz U17,-,-,-
298612,Schweiz U15,28.05.2013,1,-
290043,Schweiz U16,05.09.2013,1,-
290043,Schweiz U15,30.05.2013,1,-
298583,Schweiz,18.11.2019,15,-
298583,Schweiz U21,27.03.2018,9,3
298583,Schweiz U20,25.03.2019,1,1
298583,Schweiz U19,30.08.2016,7,-
298583,Schweiz U18,22.09.2015,5,-
298583,Schweiz U17,19.08.2014,7,-
298583,Schweiz U16,01.10.2013,6,1
298583,Schweiz U15,28.05.2013,6,-
289875,Schweiz U21,01.09.2017,15,1
289875,Schweiz U20,13.11.2017,6,-
289875,Schweiz U19,25.03.2016,9,-
289875,Schweiz U18,22.09.2015,3,-
289875,Schweiz U17,19.08.2014,11,-
289875,Schweiz U16,03.09.2013,8,-
289875,Schweiz U15,18.09.2012,6,1
290027,Schweiz U18,-,5,-
290027,Schweiz U17,21.08.2014,7,-
290027,Schweiz U16,03.09.2013,4,-
290027,Schweiz U15,28.05.2013,2,-
298603,Schweiz,-,-,-
298603,Schweiz U21,09.10.2020,5,-
298603,Schweiz U19,30.08.2016,7,2
298603,Schweiz U18,20.04.2016,1,-
298603,Schweiz U17,14.04.2015,1,-
298603,Schweiz U16,08.04.2014,2,1
298603,Schweiz U15,28.05.2013,2,-
290042,Schweiz U20,31.08.2017,4,-
290042,Schweiz U19,04.10.2016,2,-
290042,Schweiz U18,22.09.2015,6,-
290042,Schweiz U17,19.08.2014,9,-
290042,Schweiz U16,03.09.2013,5,-
290042,Schweiz U15,30.04.2013,2,-
290032,Schweiz U21,05.09.2017,17,-
290032,Schweiz U20,-,-,-
290032,Schweiz U19,10.11.2016,4,-
290032,Schweiz U17,15.04.2014,9,-
290032,Schweiz U16,03.09.2013,4,-
290032,Schweiz U15,18.09.2012,8,-
290040,Schweiz U17,19.08.2014,5,-
290040,Schweiz U16,03.09.2013,8,-
290040,Schweiz U15,18.09.2012,6,-
289892,Schweiz U21,16.11.2018,1,-
289892,Schweiz U16,05.09.2013,1,-
289892,Schweiz U15,30.05.2013,1,-
303838,Schweiz U19,-,-,-
303838,Schweiz U18,22.09.2015,3,-
303838,Schweiz U17,-,2,-
303838,Schweiz U16,-,-,-
303838,Schweiz U15,30.04.2013,2,-
410816,Schweiz U15,10.09.2013,1,-
243873,Schweiz U20,31.08.2017,7,-
243873,Schweiz U19,15.03.2016,1,-
243873,Schweiz U18,22.09.2015,4,1
243873,Schweiz U17,15.04.2014,12,1
243873,Schweiz U16,03.09.2013,2,1
243873,Schweiz U15,01.05.2013,3,-
265254,Schweiz U21,07.09.2018,7,-
265254,Schweiz U20,31.08.2017,8,-
265254,Schweiz U19,30.08.2016,4,-
265254,Schweiz U18,-,-,-
265254,Schweiz U17,17.04.2014,1,-
265254,Schweiz U16,03.09.2013,2,-
265254,Schweiz U15,28.05.2013,1,-
289890,Schweiz U19,04.10.2016,1,-
289890,Schweiz U18,22.09.2015,5,-
289890,Schweiz U17,19.08.2014,10,-
289890,Schweiz U16,03.09.2013,8,1
289890,Schweiz U15,30.04.2013,3,-
396405,Schweiz U21,-,-,-
396405,Schweiz U20,25.03.2019,1,-
396405,Schweiz U18,30.08.2016,3,1
396405,Schweiz U15,12.09.2013,1,-
303841,Schweiz U16,01.10.2013,2,-
303841,Schweiz U15,-,-,-
290021,Schweiz U20,23.03.2018,2,-
290021,Schweiz U19,04.10.2016,2,-
290021,Schweiz U18,22.09.2015,2,-
290021,Schweiz U17,19.08.2014,1,1
290021,Schweiz U16,03.09.2013,6,-
290021,Schweiz U15,30.05.2013,1,-
431392,Schweiz U15,12.09.2013,1,1
290030,Kosovo U21,-,-,-
290030,Schweiz U19,12.11.2016,1,-
290030,Schweiz U17,05.03.2015,1,-
290030,Schweiz U16,03.09.2013,2,-
290030,Schweiz U15,28.05.2013,1,-
290018,Schweiz U17,19.08.2014,5,-
290018,Schweiz U16,03.09.2013,9,4
290018,Schweiz U15,28.05.2013,2,-
303840,Kroatien U18,12.08.2015,1,-
303840,Kroatien U17,16.09.2014,4,1
303840,Kroatien U16,16.05.2014,1,1
303840,Schweiz U15,18.09.2012,6,1
413461,Schweiz U18,04.10.2016,3,-
413461,Schweiz U17,01.03.2016,5,-
413461,Schweiz U16,21.10.2014,4,-
413461,Schweiz U15,-,-,-
390176,Portugal U19,-,-,-
390176,Schweiz U18,-,-,-
390176,Schweiz U17,19.08.2015,5,-
390176,Schweiz U15,-,-,-
298610,Schweiz U17,-,1,-
298610,Schweiz U16,-,-,-
298610,Schweiz U15,-,-,-
303843,Schweiz U17,03.03.2015,2,-
303843,Schweiz U15,28.05.2013,2,-
290016,Schweiz U21,07.09.2018,17,4
290016,Schweiz U20,05.10.2017,7,-
290016,Schweiz U19,12.11.2015,13,8
290016,Schweiz U18,22.09.2015,5,3
290016,Schweiz U17,19.08.2014,5,4
290016,Schweiz U16,05.09.2013,8,1
290016,Schweiz U15,20.09.2012,2,-
290034,Schweiz U18,22.09.2015,5,-
290034,Schweiz U17,19.08.2014,10,2
290034,Schweiz U16,03.09.2013,9,2
290034,Schweiz U15,18.09.2012,8,4
237668,Schweiz U19,-,-,-
237668,Schweiz U16,06.09.2012,4,-
237668,Schweiz U15,17.04.2012,1,-
237664,Schweiz U21,-,-,-
237664,Schweiz U20,10.11.2016,1,-
237664,Schweiz U19,12.11.2015,4,-
237664,Schweiz U18,23.04.2015,1,-
237664,Schweiz U15,21.03.2012,3,-
257814,Schweiz,01.09.2021,9,-
257814,Schweiz U21,10.11.2016,9,-
257814,Schweiz U20,01.09.2016,2,-
257814,Schweiz U19,01.09.2015,7,-
257814,Schweiz U18,02.09.2014,4,-
257814,Schweiz U17,09.05.2014,3,-
257814,Schweiz U15,20.03.2012,2,-
258303,Schweiz U15,19.04.2012,1,-
223380,Schweiz U18,26.03.2015,4,1
223380,Schweiz U17,21.08.2013,3,1
223380,Schweiz U16,06.09.2012,3,-
223380,Schweiz U15,20.03.2012,6,1
237659,Schweiz U20,10.11.2016,4,-
237659,Schweiz U19,01.09.2015,7,-
237659,Schweiz U18,21.04.2015,1,-
237659,Schweiz U16,04.09.2012,1,-
237659,Schweiz U15,21.03.2012,6,-
237677,Schweiz U21,13.06.2017,1,-
237677,Schweiz U20,10.11.2016,2,-
237677,Schweiz U19,01.09.2015,10,-
237677,Schweiz U18,02.10.2014,5,1
237677,Schweiz U17,21.08.2013,11,-
237677,Schweiz U16,04.09.2012,5,-
237677,Schweiz U15,21.03.2012,5,-
237681,Schweiz U17,21.08.2013,12,1
237681,Schweiz U16,04.09.2012,3,-
237681,Schweiz U15,20.03.2012,5,-
237674,Schweiz U16,04.09.2012,1,-
237674,Schweiz U15,17.04.2012,3,1
237679,Schweiz U21,14.11.2016,1,-
237679,Schweiz U20,01.09.2016,7,2
237679,Schweiz U19,07.10.2015,3,1
237679,Schweiz U17,21.08.2013,13,-
237679,Schweiz U16,04.09.2012,9,-
237679,Schweiz U15,20.03.2012,6,-
243875,Schweiz U17,-,-,-
243875,Schweiz U15,20.03.2012,3,-
237666,Schweiz U21,10.11.2016,10,-
237666,Schweiz U20,01.09.2016,3,-
237666,Schweiz U19,12.11.2015,8,-
237666,Schweiz U16,-,3,-
237666,Schweiz U15,17.04.2012,3,-
212712,Schweiz U17,-,-,-
212712,Schweiz U16,04.09.2012,8,-
212712,Schweiz U15,17.04.2012,2,-
258307,Schweiz U15,17.04.2012,2,-
258301,Nordmazedonien U19,17.09.2015,4,-
258301,Schweiz U15,17.04.2012,1,-
257819,Schweiz U15,-,1,-
212717,Schweiz U16,04.09.2012,5,-
212717,Schweiz U15,17.04.2012,1,-
258289,Schweiz U20,10.11.2016,2,-
258289,Schweiz U19,03.09.2015,1,-
258289,Schweiz U18,30.09.2014,3,1
258289,Schweiz U16,22.05.2013,2,-
258289,Schweiz U15,20.03.2012,2,-
243879,Demokratische Republik Kongo,09.09.2023,15,-
243879,Schweiz U20,01.09.2016,10,1
243879,Schweiz U19,01.09.2015,4,-
243879,Schweiz U18,02.09.2014,6,-
243879,Schweiz U15,17.04.2012,1,-
223381,Schweiz U21,10.11.2016,2,1
223381,Schweiz U20,23.03.2017,2,-
223381,Schweiz U19,28.03.2015,10,1
223381,Schweiz U18,02.09.2014,4,1
223381,Schweiz U17,26.09.2013,10,1
223381,Schweiz U16,30.10.2012,6,1
223381,Schweiz U15,20.03.2012,6,1
258246,Türkei U21,-,-,-
258246,Türkei U20,28.05.2018,4,-
258246,Schweiz U20,-,-,-
258246,Schweiz U19,01.09.2015,11,3
258246,Schweiz U18,-,-,-
258246,Schweiz U17,21.08.2013,10,1
258246,Schweiz U16,22.05.2013,2,-
258246,Schweiz U15,20.03.2012,3,-
237667,Schweiz U19,03.09.2015,4,-
237667,Schweiz U18,04.09.2014,3,-
237667,Schweiz U17,-,-,-
237667,Schweiz U16,04.09.2012,5,-
237667,Schweiz U15,24.05.2012,1,-
237676,Schweiz U17,21.08.2013,3,-
237676,Schweiz U16,01.11.2012,3,-
237676,Schweiz U15,21.03.2012,2,-
237673,Nordmazedonien,29.05.2016,5,-
237673,Nordmazedonien U21,11.10.2016,7,2
237673,Schweiz U19,01.09.2015,2,-
237673,Schweiz U18,30.09.2014,6,1
237673,Schweiz U17,15.04.2014,1,-
237673,Schweiz U16,04.09.2012,8,-
237673,Schweiz U15,24.03.2012,1,2
237682,Schweiz U19,27.04.2016,1,-
237682,Schweiz U18,02.09.2014,4,-
237682,Schweiz U17,21.08.2013,9,-
237682,Schweiz U16,04.09.2012,4,1
237682,Schweiz U15,21.03.2012,6,-
237669,Schweiz,26.03.2024,1,-
237669,Schweiz U21,07.09.2018,2,-
237669,Schweiz U20,01.09.2016,9,1
237669,Schweiz U19,01.09.2015,5,-
237669,Schweiz U18,02.10.2014,1,-
237669,Schweiz U17,21.08.2013,12,-
237669,Schweiz U16,04.09.2012,6,1
237669,Schweiz U15,20.03.2012,3,-
212719,Schweiz U15,17.04.2012,1,-
237675,Schweiz U18,02.10.2014,1,-
237675,Schweiz U17,21.08.2013,3,-
237675,Schweiz U16,01.11.2012,5,4
237675,Schweiz U15,20.03.2012,6,2
258300,Schweiz U15,17.04.2012,1,1
195906,Schweiz,08.09.2018,11,1
195906,Schweiz U21,08.10.2015,8,-
195906,Schweiz U20,31.03.2015,1,-
195906,Schweiz U18,04.09.2014,3,2
195906,Schweiz U17,10.10.2012,17,7
195906,Schweiz U16,04.09.2012,2,1
195906,Schweiz U15,20.03.2012,6,2
212718,Schweiz,23.03.2018,1,-
212718,Schweiz U21,02.09.2016,11,5
212718,Schweiz U20,23.03.2017,2,-
212718,Schweiz U19,05.09.2014,9,9
212718,Schweiz U18,21.04.2015,2,1
212718,Schweiz U17,26.03.2014,8,4
212718,Schweiz U16,04.09.2012,3,1
212718,Schweiz U15,20.03.2012,7,2
211453,Schweiz U20,01.09.2016,9,1
211453,Schweiz U19,01.09.2015,11,2
211453,Schweiz U18,26.03.2015,3,-
211453,Schweiz U16,30.10.2012,4,2
211453,Schweiz U15,17.04.2012,2,-
237660,Schweiz U20,31.08.2017,1,-
237660,Schweiz U19,09.03.2016,3,1
237660,Schweiz U18,02.09.2014,9,2
237660,Schweiz U17,17.04.2014,7,2
237660,Schweiz U16,04.09.2012,3,1
237660,Schweiz U15,21.03.2012,2,1
192611,Portugal U21,02.09.2016,16,-
192611,Portugal U20,24.03.2016,4,-
192611,Portugal U19,12.11.2014,7,-
192611,Portugal U18,03.12.2013,3,-
192611,Portugal U17,29.08.2012,5,-
192611,Schweiz U17,19.04.2011,2,-
192611,Schweiz U16,06.09.2011,3,-
192611,Schweiz U15,19.04.2011,2,-
192611,Portugal Olympia,-,-,-
192613,Schweiz U21,14.11.2016,2,-
192613,Schweiz U20,23.03.2017,2,-
192613,Schweiz U18,08.09.2013,1,-
192613,Schweiz U17,-,-,-
192613,Schweiz U15,20.04.2011,1,-
192614,Schweiz U15,26.05.2011,1,-
195845,Albanien U19,-,-,-
195845,Nordmazedonien U18,08.10.2013,2,-
195845,Schweiz U15,20.04.2011,1,-
192623,Schweiz U18,06.09.2013,3,-
192623,Schweiz U17,30.08.2012,1,-
192623,Schweiz U16,18.10.2011,4,-
192623,Schweiz U15,19.04.2011,3,-
192615,Schweiz U19,05.03.2014,1,-
192615,Schweiz U18,-,-,-
192615,Schweiz U17,10.10.2012,13,-
192615,Schweiz U16,06.09.2011,5,2
192615,Schweiz U15,20.04.2011,2,-
192606,Schweiz U18,-,-,-
192606,Schweiz U16,06.09.2011,2,-
192606,Schweiz U15,19.04.2011,3,-
192641,Schweiz U21,-,-,-
192641,Schweiz U20,03.09.2015,4,-
192641,Schweiz U19,05.09.2014,7,-
192641,Schweiz U18,12.10.2013,3,-
192641,Schweiz U17,28.08.2012,11,-
192641,Schweiz U16,06.09.2011,8,-
192641,Schweiz U15,19.04.2011,3,-
192636,Schweiz U16,06.09.2011,4,-
192636,Schweiz U15,20.04.2011,2,-
192645,Schweiz U19,05.09.2014,5,3
192645,Schweiz U18,06.09.2013,2,-
192645,Schweiz U17,28.08.2012,14,3
192645,Schweiz U16,18.10.2011,3,1
192645,Schweiz U15,19.04.2011,4,-
192622,Schweiz U21,-,-,-
192622,Schweiz U20,17.11.2015,5,-
192622,Schweiz U19,05.09.2014,3,-
192622,Schweiz U18,06.03.2014,3,1
192622,Schweiz U17,28.08.2012,13,-
192622,Schweiz U16,06.09.2011,8,-
192622,Schweiz U15,19.04.2011,1,-
192621,Schweiz U21,10.11.2016,6,-
192621,Schweiz U20,11.10.2015,4,-
192621,Schweiz U19,08.09.2013,3,-
192621,Schweiz U18,04.03.2014,3,-
192621,Schweiz U17,28.08.2012,13,-
192621,Schweiz U16,08.09.2011,4,-
192621,Schweiz U15,19.04.2011,4,-
192619,Schweiz U19,13.11.2014,4,-
192619,Schweiz U18,06.09.2013,7,-
192619,Schweiz U17,30.08.2012,5,-
192619,Schweiz U16,06.09.2011,4,-
192619,Schweiz U15,19.04.2011,3,-
192639,Schweiz U19,-,-,-
192639,Schweiz U18,06.09.2013,7,-
192639,Schweiz U17,21.02.2012,19,2
192639,Schweiz U16,06.09.2011,7,-
192639,Kroatien U16,20.04.2011,2,-
192639,Schweiz U15,24.05.2011,2,-
192626,Schweiz U16,09.11.2011,1,-
192626,Schweiz U15,19.04.2011,1,-
192640,Schweiz U20,10.11.2016,2,-
192640,Schweiz U19,16.04.2014,5,1
192640,Schweiz U18,06.09.2013,4,1
192640,Schweiz U17,28.08.2012,6,2
192640,Schweiz U16,06.09.2011,5,3
192640,Schweiz U15,19.04.2011,4,1
192610,Schweiz U20,-,-,-
192610,Schweiz U19,05.09.2014,1,-
192610,Schweiz U18,06.09.2013,6,-
192610,Schweiz U17,28.08.2012,9,2
192610,Schweiz U16,24.05.2012,1,-
192610,Schweiz U15,19.04.2011,2,-
192609,Schweiz U15,24.05.2011,2,-
192637,Schweiz,-,-,-
