Player ID,National Team,Debut Date,Games Played,Goals Scored,National Team ID
9915,Schweiz U17,23.08.2001,11,3,23140
9915,Schweiz U15,26.09.2000,7,1,28436
14533,Schweiz,12.08.2009,14,-,3384
14533,Schweiz U21,16.08.2005,20,1,9534
14533,Schweiz U20,12.06.2005,4,-,16817
6645,Schweiz,08.09.2004,75,10,3384
6645,Schweiz U21,06.06.2003,16,5,9534
6645,Schweiz U20,12.06.2005,3,-,16817
6645,Schweiz U19,09.10.2002,5,-,19429
6645,Schweiz U18,18.09.2002,4,-,22998
6645,Schweiz U17,31.07.2001,17,2,23140
6645,Schweiz U15,26.09.2000,8,-,28436
4860,Schweiz,19.11.2008,11,-,3384
4860,Schweiz U21,21.08.2002,24,-,9534
4860,Schweiz U20,29.08.2001,3,-,16817
4860,Schweiz U18,01.09.2000,15,-,22998
4860,Schweiz U17,08.08.1998,6,-,23140
4860,Schweiz U16,-,-,-,28155
4945,Schweiz,20.08.2008,4,1,3384
4945,Schweiz U21,-,18,3,9534
59681,Schweiz,30.05.2012,1,-,3384
30125,Schweiz,-,-,-,3384
43561,Schweiz,29.02.2012,1,-,3384
43561,Schweiz U20,17.08.2004,1,-,16817
13326,Schweiz,10.08.2011,1,-,3384
13326,Schweiz U21,17.11.2004,8,-,9534
13326,Schweiz U19,03.10.2001,9,-,19429
13326,Schweiz U18,26.09.2001,3,-,22998
13326,Schweiz U16,02.08.2000,13,-,28155
13326,Schweiz U15,13.10.1999,7,-,28436
5419,Schweiz,28.04.2004,45,1,3384
5419,Schweiz U21,13.10.1998,26,-,9534
