Player ID,Player Name,First Similar Player,Similarity Score 1,Second Similar Player,Similarity Score 2,Third Similar Player,Similarity Score 3
1015769,Eduardo Iezzi Penteado,Johan Vonlanthen,0.47217409210471367,Gelson Fernandes,0.4017210641681714,Denis Zakaria,0.39728806210255274
1015770,Christian Raffa,Valentin Stocker,0.5828982602886853,Josip Drmic,0.5701563246068408,Admir Mehmedi,0.5513619905694187
1015771,Lias Sutter,Valentin Stocker,0.6835351592225857,Albian Ajeti,0.6509119225251925,Innocent Emeghara,0.6334836820646814
1015772,Mio Zimmermann,Alain Wiss,0.5085363906574191,Kastriot Imeri,0.5070285754781523,Ardon Jashari,0.5048071017697596
1015808,Zidan Tairi,Fabian Rieder,0.7292703398633692,Alain Wiss,0.6731395961660842,Kastriot Imeri,0.6711888022170058
1015809,Gjan Ajdin,Fabian Rieder,0.6886002277091166,Alain Wiss,0.6420393263717823,Kastriot Imeri,0.6405383902767204
1015810,Dion Cakolli,Admir Mehmedi,0.8072400410482945,Josip Drmic,0.7530210930857334,Rubén Vargas,0.444350343906775
1015811,Lionel Huwiler,Signori Antonio,0.7739732569087324,Pajtim Kasami,0.03863648283156152,Fabian Rieder,0.026325362986351464
1015812,Ilija Maslarov,Alain Wiss,0.6436696121030993,Kastriot Imeri,0.6417330436356905,Ardon Jashari,0.6389672700157628
1015813,Mathys Rau,François Affolter,0.8157081976924384,Philipp Degen,0.5267783654106827,Lars Traber,0.5019397007553702
1015814,Romeo Philippin,François Affolter,0.7756851238406588,Philippe Senderos,0.4514629860906283,Ricardo Rodríguez,0.4472627354763952
1015815,Agon Rexhaj,Josip Drmic,0.7667852783399844,Admir Mehmedi,0.7607345173833278,Valentin Stocker,0.519165643769022
1015816,Leart Salihu,François Affolter,0.7551300748114919,Philippe Senderos,0.4929094818464433,Philipp Degen,0.4732704156291457
1015817,Ruben Gomez,François Affolter,0.7329662954952801,Philippe Senderos,0.49332435204861724,Philipp Degen,0.47044259593742493
1015818,Miguel Mardochée,Admir Mehmedi,0.7915266491514144,Josip Drmic,0.7423271714561792,Valentin Stocker,0.42375981694343917
1015819,Elmedin Schaller,Alain Wiss,0.5100823360668824,Kastriot Imeri,0.50870173486018,Ardon Jashari,0.5071360356904533
1015820,Nico Wenger,Signori Antonio,0.6324678065909781,Mergim Brahimi,-0.005039833365879254,Lorik Emini,-0.005220333103564436
1015821,Til Büchler,Philippe Senderos,0.524917332052302,François Affolter,0.5176772771513585,Silvan Widmer,0.5131420634047009
1015822,Eman Kospo,François Affolter,0.9092094558243347,Ricardo Rodríguez,0.5460354181094157,Pajtim Kasami,0.4006576063138328
1015823,Marvin Akahomen,François Affolter,0.7753649765163884,Philippe Senderos,0.5027060310377026,Ricardo Rodríguez,0.4963843090529941
1015824,Neil Volken,François Affolter,0.7842512721236801,Ricardo Rodríguez,0.48245824567361245,Philippe Senderos,0.4457393357654431
1015825,Elio Rufener,Fabian Rieder,0.6202487326862691,Alain Wiss,0.6105855677093025,Kastriot Imeri,0.6087194667500484
1015826,Alessio Burkhardt,Johan Vonlanthen,0.4476689267861807,Alain Wiss,0.40483889631183684,Kastriot Imeri,0.403641553172515
1015827,Cris Ilis,Johan Vonlanthen,0.4969352844763569,Alain Wiss,0.43180397786038965,Kastriot Imeri,0.4304686447714548
1015828,Eliano Guido,Fabian Rieder,0.6720896740787461,Alain Wiss,0.6183412701691627,Kastriot Imeri,0.6167530087705995
1015829,Tugra Turhan,Admir Mehmedi,0.8079487831865741,Josip Drmic,0.7967116097740519,Valentin Stocker,0.45850282515006247
1015996,Glenn Mbazo,Admir Mehmedi,0.5738254636368814,Josip Drmic,0.543357193717997,Valentin Stocker,0.5180738523134827
1046526,Ezequiel Meili,François Affolter,0.6719667598190346,Philippe Senderos,0.5194065643524229,Philipp Degen,0.4715037343578359
1046529,Dario Wälti,Signori Antonio,0.8727338413009956,Pajtim Kasami,-0.0014608871018252203,Ricardo Rodríguez,-0.01130236677087813
1057525,Enrique Aguilar,Admir Mehmedi,0.8311907394560045,Josip Drmic,0.8125713463340161,Valentin Stocker,0.46577271648155827
1057526,Eliano Cassese,Fabian Rieder,0.6957473947830726,Alain Wiss,0.6147443794122586,Kastriot Imeri,0.6128538708572084
1057527,Tobias Mauch,Signori Antonio,0.8152517886486438,Pajtim Kasami,-0.029346713308578742,Alex Frei,-0.03070489937006968
1057528,Kelvin Pinto da Silva,Johan Vonlanthen,0.43948471510595527,Blerim Dzemaili,0.3930729843784466,Alain Wiss,0.3693778064692776
1057529,Luca Santor,François Affolter,0.6949562766237474,Philippe Senderos,0.519452859628082,Philipp Degen,0.4758033563027566
1057530,Fin Sommer,Admir Mehmedi,0.6797903532230941,Josip Drmic,0.6614486087918883,Valentin Stocker,0.5189756239300173
1057531,Pietro Souza Bregant,François Affolter,0.5950554557293382,Philipp Degen,0.5450327100429087,Philippe Senderos,0.5291226024447596
1057532,Arda Tirpanci,François Affolter,0.7386285611776613,Philipp Degen,0.523096398040231,Philippe Senderos,0.5052614747410039
1059689,Almir Sinanaj,Signori Antonio,0.6539272063450238,Pajtim Kasami,0.0013386898910877675,Ardon Jashari,-0.0014697523754857455
1060983,Felix Emmanuel Tsimba,Admir Mehmedi,0.7338878309823871,Josip Drmic,0.664042426053562,Rubén Vargas,0.508470874657163
1061048,Rhodri Smith,François Affolter,0.7495232647775677,Philippe Senderos,0.5127611071981465,Ricardo Rodríguez,0.4729866519087708
1061228,Gian Stork,Fabian Rieder,0.6238184070109942,Alain Wiss,0.5746905995476259,Kastriot Imeri,0.573144726204029
1061239,Slavko Vidovic,Blerim Dzemaili,0.4593048437710266,Johan Vonlanthen,0.4286397779951984,Charyl Chappuis,0.3993711367982965
1073029,Yannick Niedermann,François Affolter,0.7514947798585196,Ricardo Rodríguez,0.45544670599192016,Philippe Senderos,0.4385067727747283
1074130,Lutfi Dalipi,Johan Vonlanthen,0.4262266314150806,Alain Wiss,0.3986067792755671,Kastriot Imeri,0.39698248360385785
1075571,Dominik Simic,Admir Mehmedi,0.6947171951415884,Josip Drmic,0.6931435560910042,Valentin Stocker,0.5563825859854764
1103036,Damjan Coric,Blerim Dzemaili,0.3715994528507969,Edimilson Fernandes,0.3410059690835352,Alain Wiss,0.3272506880787602
1103037,Yvann Konan,Signori Antonio,0.762957040543719,Pajtim Kasami,0.029059189581273348,Edimilson Fernandes,0.025666755349306493
1103038,Guillem Moreno Vinas,François Affolter,0.5673439619254029,Philippe Senderos,0.5528300932047291,Philipp Degen,0.546811489737154
